Sr. No.,Case Name,Case Number,Hearing Date,Transcript Link,Oral Hearing Link,Hearing Duration(in Minutes),mp3 format link
5,SITA SOREN Petitioner(s) v. UNION OF INDIA Respondent(s),Crl. A. No. 451/2019,05.10.2023,https://main.sci.gov.in/supremecourt/transcribedarguments/2014/10177/101772014_2023-10-05.pdf,https://www.youtube.com/watch?v=G39lv4ItCps&t=20s,247,https://www.dropbox.com/scl/fi/lmymks9mhsjw1wynctgid/MP3-05-10-23.mp3?rlkey=i141jf8ojknoslaz4b23uvp5d&st=81zhi6cq&dl=0
